project_id,sector,implementing_agency,sanctioned_cost_cr,sanctioned_duration_months,start_date,elapsed_time_pct,fund_utilization_pct,physical_progress_pct,cost_overrun_pct,delay_months,risk_label,project_name
PRJ0761,Roads & Highways,Indian Railways,10.85,24,2021-01-18,112.1,71.5,62.9,18.8,10.4,High,Indian Railways Roads & Highways Phase 0761
PRJ0762,Power,NTPC,1256.21,60,2021-05-17,92.8,86.4,68.8,37.1,17.2,High,NTPC Power Phase 0762
PRJ0763,Power,Municipal Corporation,10.67,24,2020-08-07,116.0,104.8,90.9,12.6,7.2,Medium,Municipal Corporation Power Phase 0763
PRJ0764,Roads & Highways,Municipal Corporation,43.33,24,2023-05-05,75.4,61.5,44.1,12.9,7.9,Medium,Municipal Corporation Roads & Highways Phase 0764
PRJ0765,Power,State PWD,381.35,36,2019-11-18,38.8,37.8,29.9,19.5,5.4,Medium,State PWD Power Phase 0765
PRJ0766,Urban Infrastructure,State PWD,94.4,18,2023-10-26,34.1,26.5,19.6,25.3,4.6,Medium,State PWD Urban Infrastructure Phase 0766
PRJ0767,Roads & Highways,NHAI,108.86,18,2019-11-05,38.7,33.9,33.1,17.1,3.0,Medium,NHAI Roads & Highways Phase 0767
PRJ0768,Urban Infrastructure,State PWD,23.29,18,2023-11-03,128.8,83.9,59.5,32.2,13.6,High,State PWD Urban Infrastructure Phase 0768
PRJ0769,Power,Indian Railways,44.13,18,2019-02-04,33.9,32.8,27.0,17.0,2.5,Medium,Indian Railways Power Phase 0769
PRJ0770,Irrigation,CPWD,51.55,18,2020-01-15,105.7,72.7,62.1,31.3,9.3,High,CPWD Irrigation Phase 0770
PRJ0771,Power,State PWD,95.21,36,2020-02-16,60.1,43.7,32.3,26.0,10.5,Medium,State PWD Power Phase 0771
PRJ0772,Urban Infrastructure,NHAI,25.85,36,2022-08-16,63.4,46.8,49.0,13.1,5.4,Medium,NHAI Urban Infrastructure Phase 0772
PRJ0773,Urban Infrastructure,Municipal Corporation,140.79,12,2023-02-19,79.3,67.8,52.7,14.1,5.0,Medium,Municipal Corporation Urban Infrastructure Phase 0773
PRJ0774,Railways,CPWD,120.06,36,2021-04-01,128.4,102.6,102.0,25.0,14.1,High,CPWD Railways Phase 0774
PRJ0775,Urban Infrastructure,NTPC,203.48,18,2021-08-01,118.7,88.0,81.4,21.7,6.0,Medium,NTPC Urban Infrastructure Phase 0775
PRJ0776,Irrigation,CPWD,39.75,36,2020-04-29,119.3,97.0,69.7,32.6,18.2,High,CPWD Irrigation Phase 0776
PRJ0777,Railways,NTPC,19.72,36,2019-02-26,125.7,82.4,61.4,33.9,24.5,High,NTPC Railways Phase 0777
PRJ0778,Roads & Highways,NTPC,108.45,18,2020-02-27,82.9,68.0,62.7,15.2,3.4,Medium,NTPC Roads & Highways Phase 0778
PRJ0779,Roads & Highways,NHAI,26.26,12,2022-07-11,37.6,27.5,22.0,8.7,4.7,Medium,NHAI Roads & Highways Phase 0779
PRJ0780,Railways,Indian Railways,85.0,24,2020-07-18,45.6,31.3,23.0,30.9,9.3,High,Indian Railways Railways Phase 0780
PRJ0781,Roads & Highways,CPWD,45.2,24,2023-10-23,88.6,85.2,62.1,21.0,6.0,Medium,CPWD Roads & Highways Phase 0781
PRJ0782,Roads & Highways,Municipal Corporation,12.54,48,2023-11-14,72.8,45.0,44.2,9.1,14.3,Medium,Municipal Corporation Roads & Highways Phase 0782
PRJ0783,Railways,Municipal Corporation,137.93,24,2020-07-03,137.1,118.6,100.0,33.8,11.6,High,Municipal Corporation Railways Phase 0783
PRJ0784,Urban Infrastructure,NTPC,19.75,18,2021-08-11,61.9,52.7,39.1,9.6,5.9,Medium,NTPC Urban Infrastructure Phase 0784
PRJ0785,Irrigation,NTPC,122.9,36,2023-10-14,71.1,62.0,44.8,21.5,12.3,Medium,NTPC Irrigation Phase 0785
PRJ0786,Power,Indian Railways,49.0,48,2021-01-17,74.3,45.7,40.8,21.2,18.4,Medium,Indian Railways Power Phase 0786
PRJ0787,Power,NTPC,15.63,24,2023-01-22,41.3,40.4,39.5,11.7,3.7,Medium,NTPC Power Phase 0787
PRJ0788,Urban Infrastructure,CPWD,21.19,24,2022-11-10,135.9,88.4,74.9,14.0,12.9,High,CPWD Urban Infrastructure Phase 0788
PRJ0789,Power,CPWD,12.43,48,2022-12-15,83.5,60.1,55.5,20.9,14.3,Medium,CPWD Power Phase 0789
PRJ0790,Power,NTPC,23.1,12,2019-06-20,30.7,20.3,14.7,17.3,1.9,Medium,NTPC Power Phase 0790
PRJ0791,Irrigation,State PWD,4.58,48,2020-12-11,66.9,45.7,38.0,25.0,18.2,High,State PWD Irrigation Phase 0791
PRJ0792,Irrigation,NTPC,14.92,36,2019-01-06,132.4,85.3,71.8,29.7,23.7,High,NTPC Irrigation Phase 0792
PRJ0793,Roads & Highways,NHAI,21.44,18,2022-10-01,31.7,26.1,21.8,8.5,6.7,Medium,NHAI Roads & Highways Phase 0793
PRJ0794,Railways,Municipal Corporation,75.8,36,2023-07-30,118.5,78.8,62.0,28.6,20.1,High,Municipal Corporation Railways Phase 0794
PRJ0795,Roads & Highways,Indian Railways,74.3,18,2019-07-19,78.7,55.2,56.2,5.3,6.1,Medium,Indian Railways Roads & Highways Phase 0795
PRJ0796,Irrigation,NTPC,141.86,18,2021-11-29,130.5,119.9,120.0,15.1,6.2,Medium,NTPC Irrigation Phase 0796
PRJ0797,Railways,NHAI,57.64,36,2019-06-04,50.2,45.3,32.1,24.7,7.9,Medium,NHAI Railways Phase 0797
PRJ0798,Roads & Highways,Municipal Corporation,261.67,18,2019-07-14,37.7,31.5,27.8,16.0,5.0,Medium,Municipal Corporation Roads & Highways Phase 0798
PRJ0799,Roads & Highways,NHAI,14.87,18,2019-02-15,109.5,101.2,99.1,12.9,3.6,Medium,NHAI Roads & Highways Phase 0799
PRJ0800,Irrigation,Indian Railways,76.03,24,2022-11-13,40.3,32.5,32.3,14.6,5.2,Medium,Indian Railways Irrigation Phase 0800
P801,Roads & Highways,NHAI,850.0,36,2022-01-15,75.0,60.0,45.0,28.07,11.8,Medium,Demo Highway Expansion Test
